cui	label	ispref	sab	tty	semantic_type	field	why	specialty	context_any	block_any
C0016860	frusemide	N	MTH	SY	Pharmacologic Substance	drug_alias	Spelling variant should also resolve to the ingredient-level furosemide bundle for drug relation roll-up.
C0042313	Vancocin	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level vancomycin bundle for drug relation roll-up.
C0286651	atorvastatin calcium	N	MTH	SY	Pharmacologic Substance	drug_alias	Precise ingredient alias should also resolve to the ingredient-level atorvastatin bundle for drug relation roll-up.
C0286651	Lipitor	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level atorvastatin bundle for drug relation roll-up.
C0043031	Coumadin	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level warfarin bundle for drug relation roll-up.
C0043031	Jantoven	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level warfarin bundle for drug relation roll-up.
C3885068	Ozempic	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level semaglutide bundle for drug relation roll-up.
C3885068	Wegovy	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level semaglutide bundle for drug relation roll-up.
C3885068	Rybelsus	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level semaglutide bundle for drug relation roll-up.
C0075632	sumatriptan succinate	N	MTH	SY	Pharmacologic Substance	drug_alias	Precise ingredient alias should also resolve to the ingredient-level sumatriptan bundle for drug relation roll-up.
C0075632	Imitrex	N	MTH	SY	Pharmacologic Substance	drug_alias	Brand alias should also resolve to the ingredient-level sumatriptan bundle for drug relation roll-up.
C3839346	HFrEF	N	MTH	AB	Disease or Syndrome	condition	Cardiology abbreviation for heart failure with reduced ejection fraction should resolve when cardiac context is present.	cardiology	heart failure|ejection fraction|reduced ejection fraction|orthopnea|furosemide	
C4255010	NSTEMI	N	MTH	AB	Disease or Syndrome	condition	Cardiology abbreviation for non-ST elevation myocardial infarction should resolve in coronary ischemia contexts.	cardiology	myocardial infarction|troponin|ischemia|coronary|pci|heparin|angiography	
C0011880	DKA	N	MTH	AB	Disease or Syndrome	condition	Endocrine abbreviation for diabetic ketoacidosis should resolve when diabetes, ketone, acidosis, glucose, or insulin context is present.	endocrinology	diabetes|diabetic|ketones|acidosis|glucose|insulin	
C0003873	RA	N	MTH	AB	Disease or Syndrome	condition	Rheumatology abbreviation for rheumatoid arthritis should resolve only when inflammatory arthritis context is present.	rheumatology	rheumatoid|arthritis|synovitis|joint|methotrexate|rheumatology	right atrium|right atrial|room air
C0026769	MS	N	MTH	AB	Disease or Syndrome	condition	Neurology abbreviation for multiple sclerosis should resolve only when demyelinating neurologic context is present.	neurology	multiple sclerosis|optic neuritis|demyelinating|paresthesia|methylprednisolone|neurology	mitral stenosis|morphine sulfate|mass spectrometry
C0242172	PID	N	MTH	AB	Disease or Syndrome	condition	Gynecology abbreviation for pelvic inflammatory disease should resolve when pelvic infection context is present.	gynecology	pelvic|adnexal|doxycycline|ceftriaxone|tubo ovarian|gynecology	
C0042487	VTE	N	MTH	AB	Disease or Syndrome	condition	Hematology abbreviation for venous thromboembolism should resolve when thrombosis, DVT, PE, or anticoagulation context is present.	hematology	thrombosis|thromboembolism|dvt|pulmonary embolism|anticoagulation|apixaban|warfarin	
C0004238	AFib	N	MTH	AB	Disease or Syndrome	condition	Cardiology shorthand for atrial fibrillation should resolve in rhythm, rate-control, anticoagulation, or cardioversion contexts.	cardiology	atrial|fibrillation|rate control|metoprolol|warfarin|cardioversion	
C0004238	a fib	N	MTH	SY	Disease or Syndrome	condition	Spaced shorthand for atrial fibrillation should resolve in rhythm, rate-control, anticoagulation, or cardioversion contexts.	cardiology	atrial|fibrillation|rate control|metoprolol|warfarin|cardioversion	
C0011860	T2DM	N	MTH	AB	Disease or Syndrome	condition	Endocrine abbreviation for type 2 diabetes mellitus should resolve in diabetes and glycemic contexts.	endocrinology	diabetes|glycemic|hba1c|metformin|glucose	
C0024117	COPD	N	MTH	AB	Disease or Syndrome	condition	Pulmonary abbreviation for chronic obstructive pulmonary disease should resolve in obstructive lung disease contexts.	pulmonology	dyspnea|wheezing|spirometry|obstruction|prednisone|azithromycin|exacerbation	
C0007787	TIA	N	MTH	AB	Disease or Syndrome	condition	Neurology abbreviation for transient ischemic attack should resolve in stroke-like neurologic deficit contexts.	neurology	transient ischemic|stroke|neurologic|aphasia|carotid	
C1536220	STEMI	N	MTH	AB	Disease or Syndrome	condition	Cardiology abbreviation for ST elevation myocardial infarction should resolve in coronary ischemia contexts without leaking into non-ST elevation mentions.	cardiology	myocardial infarction|st elevation|st segment|troponin|coronary|pci|heparin|angiography	non-st|nstemi
C1536105	CTA	N	MTH	AB	Diagnostic Procedure	procedure	Common clinical abbreviation for computed tomography angiography should resolve in vascular and pulmonary embolism search contexts.	radiology	angiography|aortic dissection|pulmonary embolism|cta|computed tomography|vascular|chest pain	
C0007131	NSCLC	N	MTH	AB	Neoplastic Process	condition	Oncology abbreviation for non-small cell lung cancer should resolve when lung cancer treatment or staging context is present.	oncology	lung cancer|non small cell|egfr|osimertinib|platinum|brain metastases|oncology	
C1561643	CKD	N	MTH	AB	Disease or Syndrome	condition	Nephrology abbreviation for chronic kidney disease should resolve in renal function, creatinine, eGFR, or albuminuria contexts.	nephrology	kidney|renal|egfr|creatinine|albuminuria|nephrology	
C0042029	UTI	N	MTH	AB	Disease or Syndrome	condition	Infectious disease abbreviation for urinary tract infection should resolve in urinary symptom, culture, or antibiotic contexts.	infectious disease	urinary|urine|dysuria|pyelonephritis|culture|nitrofurantoin|ceftriaxone	
C0024485	MRI	N	MTH	AB	Diagnostic Procedure	procedure	Radiology abbreviation for magnetic resonance imaging should resolve when imaging anatomy, infarct, lesion, or osteomyelitis context is present.	radiology	brain|spine|foot|magnetic resonance|infarct|osteomyelitis|lesion|imaging	
C0085207	GDM	N	MTH	AB	Disease or Syndrome	condition	Obstetric abbreviation for gestational diabetes mellitus should resolve in pregnancy and glucose screening contexts.	obstetrics	gestational|pregnancy|pregnant|obstetric|glucose	
C0024141	SLE	N	MTH	AB	Disease or Syndrome	condition	Rheumatology abbreviation for systemic lupus erythematosus should resolve in lupus, nephritis, proteinuria, or hydroxychloroquine contexts.	rheumatology	lupus|proteinuria|nephritis|hydroxychloroquine|rheumatology	
C0011854	T1DM	N	MTH	AB	Disease or Syndrome	condition	Endocrine abbreviation for type 1 diabetes mellitus should resolve in diabetes, insulin, glucose, and ketoacidosis contexts.	endocrinology	diabetes|insulin|glucose|ketoacidosis|type 1	
C3888846	HHS	N	MTH	AB	Disease or Syndrome	condition	Endocrine abbreviation for hyperosmolar hyperglycemic state should resolve in hyperosmolar diabetes and severe hyperglycemia contexts.	endocrinology	hyperosmolar|hyperglycemic|glucose|dehydration|diabetes	
C0018932	BRBPR	N	MTH	AB	Finding	finding	Gastroenterology abbreviation for bright red blood per rectum should resolve in rectal bleeding and hematochezia contexts.	gastroenterology	rectum|rectal|blood|bleeding|hematochezia|gastrointestinal	
C0041909	UGIB	N	MTH	AB	Disease or Syndrome	condition	Gastroenterology abbreviation for upper gastrointestinal bleeding should resolve in hematemesis, melena, endoscopy, gastric ulcer, NSAID, or transfusion contexts.	gastroenterology	upper gastrointestinal|hematemesis|melena|endoscopy|gastric ulcer|nsaid|transfusion	
C1948143	transportation barriers	Y	MTH	SY	Finding	context	Plural social-risk wording should resolve to transportation barrier in cost and access-to-care searches.	social care	transportation barrier|transportation barriers|cost|missed|nonadherence|case management|homelessness|food insecurity	
C1332828	CYP2C19	Y	MTH	AB	Gene or Genome	gene	Common pharmacogenomic gene shorthand should resolve to the CYP2C19 gene concept in clopidogrel and poor-metabolizer contexts.	pharmacogenomics	cyp2c19|clopidogrel|poor metabolizer|ticagrelor|pharmacogenomic|pci	
NEW8955984	recurrent ischemic events	N	MTH	SY	Pathologic Function	condition	Common research endpoint wording should resolve to the local recurrent ischemia concept in cardiology pharmacogenomic and PCI contexts.	cardiology	recurrent ischemic|ischemic events|ischemia|pci|clopidogrel|ticagrelor|myocardial infarction|coronary	limb ischemia|mesenteric ischemia|bowel ischemia
C0019693	HIV	Y	MTH	AB	Disease or Syndrome	condition	Common abbreviation for human immunodeficiency virus infection should resolve in antiviral, viral load, CD4, and abacavir contexts.	infectious disease	hiv|abacavir|viral load|cd4|tenofovir|pneumocystis	
C0349645	pacemaker pocket infection	Y	MTH	SY	Disease or Syndrome	condition	Common device-infection wording should resolve to infected pacemaker when pacemaker pocket and infection are explicit.	cardiology	pacemaker|pocket infection|lead vegetation|device removal|vancomycin|transesophageal	
C1654909	HPV test	Y	MTH	AB	Diagnostic Procedure	lab	Common screening abbreviation should resolve to human papillomavirus test in cervical cancer screening contexts.	gynecology	hpv|human papillomavirus|pap smear|cervical cancer screening|screening	
C0572025	Acetaminophen overdose	Y	MTH	PT	Injury or Poisoning	condition	Toxicology paragraphs should keep exact acetaminophen overdose visible instead of only generic overdose and acetaminophen components.	toxicology	acetaminophen|overdose|toxicology|transaminases|acetylcysteine	
C0031765	Phototherapy	Y	MTH	PT	Therapeutic or Preventive Procedure	procedure	Neonatal jaundice paragraphs should keep phototherapy visible as the explicit bilirubin-lowering treatment concept.	neonatology	jaundice|bilirubin|hyperbilirubinemia|newborn|neonatal	
C0518988	Dental abscess	Y	MTH	PT	Disease or Syndrome	condition	Dental abscess is an exact oral infection concept and should beat generic abscess or toothache component matches.	dentistry	dental|tooth|abscess|facial swelling|amoxicillin	
C0150866	Skin biopsy	Y	MTH	PT	Diagnostic Procedure	procedure	Skin biopsy is an explicit dermatology diagnostic procedure and should remain visible in melanoma paragraphs.	dermatology	skin|biopsy|melanoma|lesion|dermatology	
C0796693	Sentinel lymph node biopsy	Y	MTH	PT	Diagnostic Procedure	procedure	Specific sentinel lymph node biopsy should beat separated lymph-node and biopsy component matches in oncology paragraphs.	oncology	sentinel|lymph node|biopsy|melanoma|oncology	
C3264621	ivacaftor	Y	MTH	PN	Pharmacologic Substance	drug	Cystic fibrosis drug mentions should keep ivacaftor visible as an exact ingredient and treatment anchor.	pulmonology	cystic fibrosis|ivacaftor|mutation|sweat chloride|pancreatic	
C0009199	Cochlear implant	Y	MTH	PT	Medical Device	procedure	Cochlear implant should remain visible as the implant concept in audiology referrals, not only assessment or procedure concepts.	audiology	cochlear|implant|hearing loss|audiometry|hearing aid	
C0748470	sacral pressure ulcer	Y	MTH	PT	Disease or Syndrome	condition	Specific sacral pressure ulcer phrasing should resolve to sacral ulcer when pressure ulcer site is explicit.	wound care	sacral|pressure ulcer|wound|debridement|necrotic	
C0032952	prednisone	Y	MTH	PN	Organic Chemical	drug	Prednisone should remain visible as an exact drug anchor in autoimmune and inflammatory treatment paragraphs.	hepatology	prednisone|autoimmune|hepatitis|antibody|transaminases	
C4721555	Autoimmune hepatitis	Y	MTH	PT	Disease or Syndrome	condition	Autoimmune hepatitis should outrank generic hepatitis concepts when the exact autoimmune liver disease phrase is present.	hepatology	autoimmune|hepatitis|antinuclear|smooth muscle antibody|prednisone|transaminases	
C0204854	aspirated	N	MTH	SY	Therapeutic or Preventive Procedure	procedure	Context-gated orthopedic shorthand for joint aspiration should resolve to joint aspiration in synovial culture notes.	orthopedics	orthopedic|orthopedics|knee|synovial|arthroplasty|joint|prosthetic	respiratory|airway|pneumonia|foreign body|aspiration pneumonia
C0003211	nonsteroidal anti-inflammatories	Y	MTH	PT	Pharmacologic Substance	drug	Common clinical plural wording should resolve to NSAIDs rather than only the broader anti-inflammatory agents concept.	neurology	nonsteroidal anti-inflammatory|nonsteroidal anti-inflammatories|nsaid|nsaids|migraine|pain	
C0265012	ruptured abdominal aortic aneurysm	Y	MTH	PT	Disease or Syndrome	condition	Exact ruptured AAA wording should outrank broader aneurysm and aortic aneurysm concepts in vascular emergency searches.	vascular surgery	ruptured abdominal aortic aneurysm|abdominal aortic aneurysm rupture|aaa rupture|evar|hypotension	
C0271429	acute otitis media	Y	MTH	PT	Disease or Syndrome	condition	Exact acute otitis media wording should outrank broader otitis media in pediatric ear pain and antibiotic searches.	pediatrics	acute otitis media|otitis media|ear pain|otalgia|tympanic membrane|amoxicillin|fever	
C0578159	diarrhea after antibiotic use	Y	MTH	SY	Disease or Syndrome	condition	Common patient-search wording should resolve to antibiotic-associated diarrhea instead of unrelated antibiotic procedures or drug classes.	infectious disease	diarrhea|diarrhoea|watery diarrhea|antibiotic|antibiotics|recent antibiotic use	
C0578159	watery diarrhea after antibiotic use	Y	MTH	SY	Disease or Syndrome	condition	Common patient-search wording should resolve to antibiotic-associated diarrhea when watery diarrhea follows recent antibiotic exposure.	infectious disease	watery diarrhea|diarrhea|diarrhoea|antibiotic|antibiotics|recent antibiotic use	
C0578159	watery diarrhea after recent antibiotic use	Y	MTH	SY	Disease or Syndrome	condition	Common patient-search wording with an intervening recent modifier should resolve to antibiotic-associated diarrhea.	infectious disease	watery diarrhea|diarrhea|diarrhoea|antibiotic|antibiotics|recent antibiotic use	
C0429774	post void residual	Y	MTH	SY	Finding	finding	Common urology shorthand should resolve to residual urine volume in urinary retention and BPH contexts.	urology	post void residual|residual urine|urinary retention|bladder scan|bph|tamsulosin	
C2882221	acute pulmonary embolism	Y	MTH	PT	Disease or Syndrome	condition	Exact acute pulmonary embolism should remain visible alongside broader pulmonary embolism and VTE concepts.	pulmonology	acute pulmonary embolism|pulmonary embolism|cta|computed tomography angiography|right heart strain|apixaban|dvt	
C0520575	acute pyelonephritis	Y	MTH	PT	Disease or Syndrome	condition	Exact acute pyelonephritis should stay visible when urinary symptoms, culture, and antibiotics support the diagnosis.	infectious disease	acute pyelonephritis|pyelonephritis|flank pain|dysuria|urine culture|ceftriaxone	
C0242845	venous duplex ultrasound	Y	MTH	SY	Diagnostic Procedure	procedure	Clinical VTE notes often say venous duplex ultrasound for the duplex ultrasound procedure.	radiology	venous duplex ultrasound|duplex ultrasound|deep vein thrombosis|dvt|calf swelling	
C0017725	dextrose	Y	MTH	PN	Chemical	drug	Dextrose should resolve to glucose/dextrose when it is given for hypoglycemia treatment.	endocrinology	dextrose|hypoglycemia|blood glucose|insulin|diaphoretic	
C1414313	EGFR mutated	N	MTH	SY	Gene or Genome	gene	Oncology trial wording often says EGFR mutated when the searchable concept needed is the EGFR gene.	oncology	egfr mutated|egfr|non small cell|lung cancer|osimertinib|exon 19|brain metastases	
C0007131	non small cell lung adenocarcinoma	N	MTH	SY	Neoplastic Process	condition	Lung adenocarcinoma with explicit non-small-cell wording should still retrieve the NSCLC concept.	oncology	non small cell lung adenocarcinoma|non small cell|lung adenocarcinoma|egfr|osimertinib|platinum	
C0740304	COPD exacerbation	Y	MTH	PT	Disease or Syndrome	condition	Exact COPD exacerbation should remain visible alongside the broader COPD disease concept and component exacerbation term.	pulmonology	copd exacerbation|copd|chronic obstructive pulmonary disease|dyspnea|wheezing|prednisone|azithromycin	
C0028978	omeprazole	Y	MTH	PN	Pharmacologic Substance	drug	Exact omeprazole mentions should remain visible in GERD and acid-suppression paragraphs.	gastroenterology	omeprazole|gastroesophageal reflux|gerd|barrett|dysphagia|acid suppression	
C0085639	fall	Y	MTH	PN	Finding	finding	Fall should remain visible in fracture and frailty paragraphs when the surrounding context is about injury risk.	geriatrics	hip fracture|femoral neck|older adult|orthopedics|recurrent falls|frailty	
C0243009	CD4 lymphocyte count	Y	MTH	SY	Laboratory Procedure	lab	CD4 lymphocyte count should stay visible in HIV monitoring paragraphs instead of only lymphocyte cell or count components.	infectious disease	cd4 lymphocyte count|cd4 count|hiv|viral load|tenofovir|pneumocystis	
C1510483	fine needle aspiration biopsy	Y	MTH	PT	Diagnostic Procedure	procedure	Specific fine needle aspiration biopsy should beat separated fine-needle and biopsy component matches.	endocrinology	fine needle aspiration biopsy|fine needle biopsy|thyroid nodule|thyroid ultrasound|tsh	
C0344395	bilirubin measurement	Y	MTH	PN	Laboratory Procedure	lab	Bilirubin measurement should remain visible in neonatal jaundice and phototherapy paragraphs.	neonatology	bilirubin measurement|bilirubin|neonatal jaundice|hyperbilirubinemia|phototherapy	
C0191342	wound debridement	Y	MTH	SY	Therapeutic or Preventive Procedure	procedure	Wound debridement should resolve to the procedure concept in pressure-ulcer wound-care paragraphs.	wound care	wound debridement|debridement|pressure ulcer|sacral|necrotic|wound care	
C1280474	diffusing capacity	Y	MTH	SY	Clinical Attribute	lab	Diffusing capacity should remain visible in interstitial lung disease paragraphs as the pulmonary function measurement target.	pulmonology	diffusing capacity|interstitial lung disease|pulmonary fibrosis|honeycombing|pirfenidone	
C0376571	BRCA1	Y	MTH	AB	Gene or Genome	gene	BRCA1 should remain visible in inherited breast and ovarian cancer risk searches.	oncology	brca1|brca2|breast cancer|ovarian cancer|genetic counseling|mastectomy	
C0281182	breast cancer screening	Y	MTH	PT	Diagnostic Procedure	procedure	Breast cancer screening should remain visible in preventive-care paragraphs alongside mammography and cervical screening.	preventive care	breast cancer screening|mammography|preventive care|cervical cancer screening|pap smear|hpv	
C0000970	acetaminophen	Y	MTH	PN	Pharmacologic Substance	drug	Exact acetaminophen mentions should remain visible in migraine and toxicology treatment paragraphs.	pharmacology	acetaminophen|overdose|toxicology|migraine|sumatriptan|magnesium sulfate	
C0012291	dihydroergotamine	Y	MTH	PN	Pharmacologic Substance	drug	Exact dihydroergotamine mentions should remain visible in status migrainosus treatment paragraphs.	neurology	dihydroergotamine|status migrainosus|migraine|sumatriptan|nonsteroidal|magnesium sulfate	
C0338489	status migrainosus	Y	MTH	PT	Disease or Syndrome	condition	Status migrainosus should remain visible in long migraine review paragraphs instead of only generic migraine concepts.	neurology	status migrainosus|migraine|72 hours|sumatriptan|dihydroergotamine|magnesium sulfate	
C4049341	supratherapeutic INR	Y	MTH	PT	Finding	lab	Supratherapeutic INR should remain visible in anticoagulation safety paragraphs with warfarin and epistaxis.	anticoagulation	supratherapeutic inr|inr|warfarin|epistaxis|vitamin k|anticoagulation	
C1265292	methicillin resistant Staphylococcus aureus	Y	MTH	PT	Bacterium	organism	The MRSA organism concept should remain visible when cultures explicitly grow methicillin resistant Staphylococcus aureus.	infectious disease	methicillin resistant staphylococcus aureus|mrsa|blood culture|sepsis|vancomycin	
C3490348	empagliflozin	Y	MTH	PN	Pharmacologic Substance	drug	Exact empagliflozin mentions should remain visible in heart-failure guideline therapy paragraphs.	cardiology	empagliflozin|heart failure|guideline-directed|spironolactone|lisinopril|acute kidney injury	
C0578159	antibiotic associated diarrhea	Y	MTH	PT	Disease or Syndrome	condition	Exact antibiotic associated diarrhea wording should resolve to antibiotic-associated diarrhea in C. difficile searches.	infectious disease	antibiotic associated diarrhea|watery stools|clostridioides difficile|oral vancomycin	
C0024143	lupus nephritis	Y	MTH	PT	Disease or Syndrome	condition	Exact lupus nephritis should remain visible in SLE pregnancy and renal-biopsy paragraphs.	rheumatology	lupus nephritis|systemic lupus erythematosus|proteinuria|renal biopsy|complement c3|double stranded dna	
C0033687	proteinuria	Y	MTH	PN	Finding	finding	Proteinuria should remain visible in lupus nephritis and preeclampsia paragraphs as a central renal finding.	nephrology	proteinuria|lupus nephritis|preeclampsia|renal biopsy|complement c3|blood pressure	
C0872913	tenecteplase	Y	MTH	PN	Pharmacologic Substance	drug	Exact tenecteplase mentions should remain visible in acute stroke treatment paragraphs.	neurology	tenecteplase|acute ischemic stroke|aphasia|large vessel occlusion|thrombectomy|ct angiography	
C1536105	CT angiography	Y	MTH	PT	Diagnostic Procedure	procedure	CT angiography should remain visible in stroke, PE, and vascular paragraphs, not only its CTA abbreviation.	radiology	ct angiography|computed tomography angiography|pulmonary embolism|stroke|large vessel occlusion|aortic dissection	
C4534538	mechanical thrombectomy	Y	MTH	PT	Therapeutic or Preventive Procedure	procedure	Mechanical thrombectomy should remain visible in large-vessel stroke treatment paragraphs.	neurology	mechanical thrombectomy|large vessel occlusion|stroke|tenecteplase|ct angiography|aphasia	
C0199470	mechanical ventilation	Y	MTH	PT	Therapeutic or Preventive Procedure	procedure	Mechanical ventilation should remain visible in ARDS and ICU treatment paragraphs.	critical care	mechanical ventilation|acute respiratory distress syndrome|ards|icu|low tidal volume|prone positioning	
C4551696	prone positioning	Y	MTH	PN	Therapeutic or Preventive Procedure	procedure	Prone positioning should remain visible in ARDS treatment paragraphs rather than only generic positioning.	critical care	prone positioning|prone position|acute respiratory distress syndrome|ards|mechanical ventilation|oxygenation	
C4726677	remdesivir	Y	MTH	PN	Pharmacologic Substance	drug	Exact remdesivir mentions should remain visible in COVID-19 treatment paragraphs.	infectious disease	remdesivir|covid-19|covid|dexamethasone|pneumonia|transaminases	
